,Rank,Title,Score,Your Score,0,genres,studio,voice actors,media type,year
562,563,Diabolik Lovers,5.68,,https://myanimelist.net/anime/17513/Diabolik_Lovers,"['Action', 'Adventure', 'Psychological', 'Slice of Life']",A.C.G.T.,"['Maeda, Ai', 'Aigase, Ryuji', 'Irie, Takashi', 'Inoue, Kazuhiko', 'Yuuki, Aoi', 'Ootsuka, Houchuu', 'Midori, Junko', 'Kobayashi, Ai']",TV,2003
563,564,"Bokura ga Ita  TV (26 eps)  Jul 2006 - Dec 2006  159,341 members",7.45,,https://myanimelist.net/anime/1222/Bokura_ga_Ita,"['Action', 'Sci-Fi', 'Super Power', 'Supernatural', 'Seinen']",P.A. Works,"['Sawashiro, Miyuki', 'Sakamoto, Maaya', 'Nanjo, Yoshino', 'Hamada, Kenji', 'Tanaka, Rie', 'Nakata, Jouji', 'Tomatsu, Haruka', 'Noto, Mamiko', 'Hirata, Hiroaki', 'Ootsuka, Akio']",TV,2009
564,565,Soredemo Sekai wa Utsukushii,7.79,,https://myanimelist.net/anime/22101/Soredemo_Sekai_wa_Utsukushii,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",Studio Deen,"['Ohara, Sayaka', 'Ono, Daisuke', 'Horie, Yui', 'Satou, Rina', 'Kobayashi, Yuu', 'Inoue, Marina', 'Kugimiya, Rie', 'Suzumura, Kenichi', 'Tamura, Yukari', 'Ono, Fuyuka']",TV,2009
565,566,Ghost Hunt,7.90,,https://myanimelist.net/anime/1571/Ghost_Hunt,"['Adventure', 'Slice of Life', 'Mystery', 'Historical', 'Supernatural', 'Fantasy', 'Seinen']",Artland,"['Nakano, Yuto', 'Ueda, Yuji', 'Doi, Mika', 'Ueda, Shinichirou', 'Uchiyama, Kouki', 'Tsuda, Ayaka', 'Hikasa, Yoko', 'Shiraishi, Haruka', 'Miyamoto, Mitsuru', 'Ishikawa, Yui']",TV,2014
566,567,Kamisama no Inai Nichiyoubi,7.46,,https://myanimelist.net/anime/16009/Kamisama_no_Inai_Nichiyoubi,"['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']",Gainax,"['Toyosaki, Aki', 'Ono, Yuuki', 'Katou, Emiri', 'Kayano, Ai', 'Namikawa, Daisuke', 'Park, Romi', 'Kotobuki, Minako', 'Katsunuma, Kiyoshi', 'Ohashi, Ayuru']",TV,2012
567,568,Girls & Panzer,7.64,,https://myanimelist.net/anime/14131/Girls___Panzer,"['Action', 'Fantasy', 'Magic', 'Seinen', 'Supernatural']",J.C.Staff,"['Seto, Asami', 'Kobayashi, Yuusuke', 'Izawa, Shiori', 'Kugimiya, Rie', 'Ohara, Sayaka', 'Shirai, Yuusuke', 'Asakura, Momo', 'Kayano, Ai', 'Noto, Mamiko', 'Hayama, Ikumi']",TV,2014
568,569,Watashi ga Motete Dousunda,7.38,,https://myanimelist.net/anime/32899/Watashi_ga_Motete_Dousunda,"['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']",Brain's Base,"['Kamiya, Hiroshi', 'Inoue, Kazuhiko', 'Kobayashi, Sanae', 'Horie, Kazuma', 'Ishida, Akira', 'Satou, Rina', 'Okamura, Akemi', 'Yukino, Satsuki', 'Itou, Miki', 'Yoshino, Hiroyuki']",TV,2009
569,570,Binbougami ga!,7.81,,https://myanimelist.net/anime/13535/Binbougami_ga,"['Slice of Life', 'Comedy', 'Romance', 'School', 'Seinen', 'Shoujo Ai']",Studio Deen,"['Tomatsu, Haruka', 'Iguchi, Yuka', 'Toda, Megumi', 'Fuchigami, Mai', 'Aisaka, Yuuka', 'Igarashi, Hiromi', 'Fujita, Saki', 'Asakura, Momo', 'Fujii, Shieri', 'Endou, Yurika']",TV,2014
570,571,"Kino no Tabi: The Beautiful World  TV (13 eps)  Apr 2003 - Jul 2003  157,970 members",8.42,,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World,"['Slice of Life', 'Comedy', 'Supernatural', 'Magic', 'Shounen']",J.C.Staff,"['Shinoda, Minami', 'Suzuki, Eri', 'Sugawara, Shinsuke', 'Aoi, Kana', 'Kayano, Ai', 'Hino, Mari', 'Mikami, Shiori', 'Kanemoto, Hisako', 'Iguchi, Yuka', 'Sakurai, Takahiro']",TV,2016
571,572,Taboo Tattoo,5.96,,https://myanimelist.net/anime/29758/Taboo_Tattoo,"['Action', 'Demons', 'Fantasy', 'Josei', 'Magic', 'Military']",Studio Deen,"['Suwabe, Junichi', 'Saiga, Mitsuki', 'Hayami, Show', 'Miyata, Kouki', 'Chiba, Susumu', 'Namikawa, Daisuke', 'Fukuyama, Jun', 'Hayami, Saori', 'Hamada, Kenji', 'Saito, Chiwa']",TV,2009
572,573,Ghost in the Shell: Stand Alone Complex 2nd GIG,8.54,,https://myanimelist.net/anime/801/Ghost_in_the_Shell__Stand_Alone_Complex_2nd_GIG,"['Action', 'Harem', 'Comedy', 'Super Power', 'Ecchi']",Seven Arcs,"['Inoue, Marina', 'Hayami, Saori', 'Yukana', 'Hanazawa, Kana', 'Tachibana, Shinnosuke', 'Endou, Aya', 'Kaida, Yuki', 'Ohara, Sayaka', 'Nabatame, Hitomi', 'Itou, Shizuka']",TV,2010
573,574,Mushishi Zoku Shou,8.76,,https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",Nomad,"['Tanaka, Rie', 'Kuwatani, Natsuko', 'Sawashiro, Miyuki', 'Morinaga, Rika', 'Nogawa, Sakura', 'Sanada, Asami', 'Tsukui, Kyousei', 'Rikimaru, Noriko', 'Kurata, Masayo', 'Ootori, Yoshino']",TV,2004
574,575,Mayoiga,5.64,,https://myanimelist.net/anime/32438/Mayoiga,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural', 'Seinen']",Madhouse,"['Furukawa, Makoto', 'Ishikawa, Kaito', 'Cho', 'Hamazoe, Shinya', 'Mayama, Ako', 'Shimoyama, Yoshimitsu', 'Gotou, Hiroki']",OVA,2015
575,576,Witch Craft Works,7.19,,https://myanimelist.net/anime/21085/Witch_Craft_Works,"['Action', 'Shounen', 'Supernatural']",Asread,"['Murata, Tomosa', 'Togashi, Misuzu', 'Aizawa, Mai', 'Honda, Manami', 'Shiraishi, Minoru']",OVA,2010
576,577,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.63,,https://myanimelist.net/anime/32189/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Mirai-hen,"['Action', 'Comedy', 'Magic', 'Fantasy']",Silver Link.,"['Ueda, Kana', 'Kadowaki, Mai', 'Nazuka, Kaori', 'Itou, Shizuka', 'Kawasumi, Ayako', 'Sugiyama, Noriaki', 'Ohara, Sayaka', 'Asakawa, Yuu', 'Namikawa, Daisuke', 'Tanaka, Atsuko']",TV,2013
577,578,Flying Witch,7.60,,https://myanimelist.net/anime/31376/Flying_Witch,"['Action', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",A-1 Pictures,"['Okamoto, Nobuhiko', 'Fukuyama, Jun', 'Kugimiya, Rie', 'Kiuchi, Hidenobu', 'Kamiya, Hiroshi', 'Kakihara, Tetsuya', 'Takagaki, Ayahi', 'Satou, Rina', 'Hanazawa, Kana', 'Fujiwara, Keiji']",Movie,2012
578,579,"One Punch Man: Road to Hero  OVA (1 eps)  Dec 2015 - Dec 2015  156,738 members",7.83,,https://myanimelist.net/anime/31704/One_Punch_Man__Road_to_Hero,"['Action', 'Mystery', 'Horror', 'Psychological']",Lerche,"['Hikasa, Yoko', 'Ogata, Megumi', 'Saito, Chiwa', 'Hongo, Kanata', 'Morikawa, Toshiyuki', 'Toyoguchi, Megumi', 'Tarako', 'Takayama, Minami']",TV,2016
579,580,Dance in the Vampire Bund,7.15,,https://myanimelist.net/anime/6747/Dance_in_the_Vampire_Bund,"['Harem', 'Comedy', 'Romance', 'School', 'Shoujo']",Brain's Base,"['Shimazaki, Nobunaga', 'Kobayashi, Yuu', 'Koumoto, Keisuke', 'Sawashiro, Miyuki', 'Matsuoka, Yoshitsugu', 'Ono, Yuuki', 'Namikawa, Daisuke', 'Nakamura, Yuuichi', 'Mizushima, Takahiro', 'Shimoda, Asami']",TV,2016
580,581,"Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!  Movie (1 eps)  Aug 2004 - Aug 2004  156,450 members",7.17,,https://myanimelist.net/anime/442/Naruto_Movie_1__Dai_Katsugeki_Yuki_Hime_Shinobu_Houjou_Dattebayo,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']",Toei Animation,"['Kiuchi, Reiko', 'Araki, Kae', 'Park, Romi', 'Hirata, Hiroaki', 'Tokumitsu, Yuka', 'Matsumoto, Miwa', 'Noda, Junko', 'Natsuki, Rio', 'Takahashi, Naozumi', 'Urawa, Megumi']",TV,2000
581,582,Medaka Box,7.16,,https://myanimelist.net/anime/11761/Medaka_Box,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",Studio Deen,"['Hanada, Hikaru', 'Sakurai, Takahiro', 'Itou, Kentarou', 'Canna, Nobutoshi', 'Kishio, Daisuke', 'Inoue, Kazuhiko', 'Morikawa, Toshiyuki', 'Namiki, Noriko', 'Okiayu, Ryotaro', 'Taniyama, Kishou']",TV,2008
582,583,Fate/kaleid liner PrismaâIllya,7.23,,https://myanimelist.net/anime/14829/Fate_kaleid_liner_Prisma☆Illya,"['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power']",AIC,"['Yahagi, Sayuri', 'Shitaya, Noriko', 'Nomizu, Iori', 'Maeno, Tomoaki', 'Harada, Hitomi', 'Togashi, Misuzu', 'Ise, Mariya', 'Mina', 'Zougou, Saeko', 'Misato']",TV,2011
583,584,Sakura Trick,7.14,,https://myanimelist.net/anime/20047/Sakura_Trick,"['Action', 'Mystery', 'Supernatural', 'Vampire']",Shaft,"['Sakamoto, Maaya', 'Kamiya, Hiroshi', 'Horie, Yui', 'Sakurai, Takahiro', 'Irino, Miyu', 'Ootsuka, Houchuu', 'Ebara, Masashi']",Movie,2016
584,585,Canaan,7.34,,https://myanimelist.net/anime/5356/Canaan,"['Romance', 'Comedy', 'School', 'Slice of Life', 'Shounen']",Shin-Ei Animation,"['Takahashi, Rie', 'Kaji, Yuki', 'Kohara, Konomi', 'Ogura, Yui', 'Ichimichi, Mao', 'Koiwai, Kotori', 'Uchida, Yuuma', 'Okamoto, Nobuhiko', 'Tadokoro, Hinata', 'Ochiai, Fukushi']",TV,2018
585,586,Kizumonogatari III: Reiketsu-hen,8.86,,https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen,"['Drama', 'Historical', 'Josei']",Studio Deen,"['Ishida, Akira', 'Yamadera, Kouichi', 'Seki, Tomokazu', 'Kobayashi, Yuu', 'Hayashibara, Megumi', 'Ushiyama, Shigeru', 'Yusa, Kouji', 'Seki, Toshihiko', 'Itou, Yui']",TV,2016
586,587,Zoku Natsume Yuujinchou,8.62,,https://myanimelist.net/anime/5300/Zoku_Natsume_Yuujinchou,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Seinen']",Orange,"['Kurosawa, Tomoyo', 'Ise, Mariya', 'Kayano, Ai', 'Komatsu, Mikako', 'Sakura, Ayane', 'Park, Romi', 'Uchiyama, Yumi', 'Minagawa, Junko', 'Takagaki, Ayahi', 'Kugimiya, Rie']",TV,2017
587,588,Umineko no Naku Koro ni,7.26,,https://myanimelist.net/anime/4896/Umineko_no_Naku_Koro_ni,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']",TMS Entertainment,"['Tachibana, Shinnosuke', 'Mimori, Suzuko', 'Okamoto, Nobuhiko', 'Kishio, Daisuke', 'Suwabe, Junichi', 'Suwabe, Junichi', 'Ishida, Akira', 'Horie, Yui', 'Hatano, Wataru', 'Ookubo, Chika']",TV,2015
588,589,Sekirei: Pure Engagement,7.51,,https://myanimelist.net/anime/5277/Sekirei__Pure_Engagement,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life', 'Supernatural']",Silver Link.,"['Sawashiro, Miyuki', 'Toyosaki, Aki', 'Mizushima, Takahiro', 'Kanemoto, Hisako', 'Terashima, Takuma', 'Fujiwara, Keiji', 'Oogame, Asuka', 'Itou, Shizuka', 'Fujiwara, Keiji', 'Toyonaga, Toshiyuki']",Special,2012
589,590,Ao no Exorcist Movie,7.80,,https://myanimelist.net/anime/11737/Ao_no_Exorcist_Movie,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",Sunrise,"['Miyano, Mamoru', 'Miki, Shinichiro', 'Kamiya, Hiroshi', 'Yoshino, Hiroyuki', 'Nakamura, Yuuichi', 'Ogasawara, Arisa', 'Takagaki, Ayahi', 'Honna, Youko', 'Fujiwara, Keiji', 'Furuya, Toru']",TV,2007
590,591,Maken-Ki!,6.60,,https://myanimelist.net/anime/9936/Maken-Ki,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",Studio Pierrot,"['Morita, Masakazu', 'Orikasa, Fumiko', 'Kamiya, Hiroshi', 'Hirano, Aya', 'Tachiki, Fumihiko', 'Park, Romi', 'Miki, Shinichiro', 'Okiayu, Ryotaro', 'Yukino, Satsuki', 'Itou, Kentarou']",Movie,2008
591,592,Shouwa Genroku Rakugo Shinjuu,8.63,,https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu,"['Action', 'Military', 'Sci-Fi', 'Slice of Life', 'School']",Diomedea,"['Touyama, Nao', 'Tanibe, Yumi', 'Iguchi, Yuka', 'Uesaka, Sumire', 'Fujita, Saki', 'Hidaka, Rina', 'Sakura, Ayane', 'Suzaki, Aya', 'Touyama, Nao', 'Taketatsu, Ayana']",TV,2015
592,593,"Mirai Nikki OVA  OVA (1 eps)  Dec 2010 - Dec 2010  153,735 members",7.45,,https://myanimelist.net/anime/8460/Mirai_Nikki_OVA,"['Comedy', 'Supernatural', 'Sci-Fi', 'Slice of Life', 'Seinen']",feel.,"['Tanaka, Takako', 'Nakajima, Yoshiki', 'Hondo, Kaede', 'Murakawa, Rie', 'Ozawa, Ari', 'Hikasa, Yoko', 'Tsuji, Shinpachi', 'Kawanishi, Kengo', 'Koyama, Tsuyoshi', 'Suzuki, Eri']",TV,2018
593,594,Kamisama Hajimemashitaâ,8.26,,https://myanimelist.net/anime/25681/Kamisama_Hajimemashita◎,"['Action', 'Slice of Life', 'Drama', 'School']",Ordet,"['Hanazawa, Kana', 'Sawashiro, Miyuki', 'Hanazawa, Kana', 'Sawashiro, Miyuki', 'Asumi, Kana', 'Asumi, Kana', 'Kuno, Misaki']",OVA,2010
594,595,07-Ghost,7.34,,https://myanimelist.net/anime/5525/07-Ghost,"['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']",Seven,"['Taketatsu, Ayana', 'Okitsu, Kazuyuki', 'Tsuda, Minami', 'Fujimoto, Aoi', 'Shiraishi, Ryoko', 'Kaneda, Tomoko', 'Sugiyama, Yoshie', 'Nagatsuma, Juri', 'Kobayashi, Yuu']",TV,2015
595,596,Busou Shoujo Machiavellianism,7.13,,https://myanimelist.net/anime/33475/Busou_Shoujo_Machiavellianism,"['Action', 'Mystery', 'Supernatural', 'Romance', 'Thriller']",ufotable,"['Sakamoto, Maaya', 'Suzumura, Kenichi', 'Honda, Takako', 'Hoshi, Soichiro', 'Takahashi, Kenji', 'Touchi, Hiroki', 'Sugisaki, Ryou']",Movie,2007
596,597,Rozen Maiden,7.52,,https://myanimelist.net/anime/64/Rozen_Maiden,"['Drama', 'Romance', 'School']",P.A. Works,"['Takagaki, Ayahi', 'Nazuka, Kaori', 'Ishii, Makoto', 'Iguchi, Yuka', 'Masuda, Yuuki', 'Yoshino, Hiroyuki', 'Miruno, Jun', 'Fujiwara, Keiji', 'Watanabe, Tomomi', 'Takahashi, Rieko']",TV,2008
597,598,Digimon Adventure 02,7.34,,https://myanimelist.net/anime/1313/Digimon_Adventure_02,"['Comedy', 'Magic', 'School', 'Shoujo']",Satelight,"['Nakamura, Yuuichi', 'Itou, Kanae', 'Mizuki, Nana', 'Abe, Atsushi', 'Chiba, Saeko', 'Takagi, Reiko', 'Katou, Nanae', 'Yahagi, Sayuri', 'Toyosaki, Aki', 'Asumi, Kana']",TV,2007
598,599,Junjou Romantica,7.96,,https://myanimelist.net/anime/3092/Junjou_Romantica,"['Action', 'Fantasy', 'Magic']",Madhouse,"['Touyama, Nao', 'Seto, Asami', 'Miyano, Mamoru', 'Suzumura, Kenichi', 'Takahashi, Mikako', 'Okamoto, Nobuhiko', 'Morikawa, Toshiyuki', 'Fukuyama, Jun', 'Nakai, Kazuya', 'Fujita, Saki']",TV,2014
599,600,"Kokoro Connect: Michi Random  Special (4 eps)  Nov 2012 - Dec 2012  152,305 members",8.11,,https://myanimelist.net/anime/16001/Kokoro_Connect__Michi_Random,"['Drama', 'Romance', 'Fantasy', 'Shoujo']",Bones,"['Hayami, Saori', 'Osaka, Ryota', 'Okamoto, Nobuhiko', 'Nazuka, Kaori', 'Umehara, Yuuichirou', 'Sanpei, Yuuko', 'Ishida, Akira', 'Fukuyama, Jun', 'Toyonaga, Toshiyuki', 'Kokuryu, Sachi']",TV,2016
600,601,Akagami no Shirayuki-hime 2nd Season,8.12,,https://myanimelist.net/anime/31173/Akagami_no_Shirayuki-hime_2nd_Season,"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",Xebec,"['Okiayu, Ryotaro', 'Irino, Miyu', 'Ishida, Akira', 'Nakayama, Sara', 'Asano, Masumi', 'Kusao, Takeshi', 'Kawata, Taeko', 'Asano, Masumi', 'Terasoma, Masaki']",TV,2003
601,602,Kantai Collection: KanColle,7.00,,https://myanimelist.net/anime/21511/Kantai_Collection__KanColle,"['Music', 'School', 'Slice of Life']",Sunrise,"['Pile', 'Tokui, Sora', 'Kusuda, Aina', 'Uchida, Aya', 'Mimori, Suzuko', 'Nitta, Emi', 'Nanjo, Yoshino', 'Iida, Riho', 'Kubo, Yurika', 'Sakuragawa, Megu']",TV,2014
602,603,Okusama ga Seitokaichou!,6.83,,https://myanimelist.net/anime/28819/Okusama_ga_Seitokaichou,"['Sci-Fi', 'Adventure']",Studio Rikka,"['Fujii, Yukiyo', 'Okamoto, Nobuhiko', 'Oohata, Shintarou', 'Yasumoto, Hiroki', 'Hashi, Takaya', 'Katou, Masayuki', 'Uchida, Maaya', 'Fukumatsu, Shinya']",Movie,2013
603,604,Mobile Suit Gundam 00,8.20,,https://myanimelist.net/anime/2581/Mobile_Suit_Gundam_00,"['Action', 'Comedy', 'School', 'Shounen']",Silver Link.,"['Nishida, Nozomi', 'Matsui, Eriko', 'Hatanaka, Tasuku', 'Takada, Yuuki', 'Hioka, Natsumi', 'Kitahara, Sayaka', 'Hidaka, Rina', 'Fujita, Saki', 'Itou, Miku', 'Oota, Tetsuharu']",TV,2017
604,605,Sora yori mo Tooi Basho,8.61,,https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho,"['Action', 'Seinen']",Madhouse,"['Toyoguchi, Megumi', 'Namikawa, Daisuke', 'Tomizawa, Michie', 'Isobe, Tsutomu', 'Hirata, Hiroaki', 'Yukino, Satsuki', 'Ikura, Kazue', 'Koyama, Mami', 'Morikawa, Toshiyuki', 'Karasawa, Jun']",OVA,2010
605,606,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7.62,,https://myanimelist.net/anime/4835/Bleach_Movie_3__Fade_to_Black_-_Kimi_no_Na_wo_Yobu,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Thriller']",ufotable,"['Sakamoto, Maaya', 'Honda, Takako', 'Suzumura, Kenichi', 'Nakata, Jouji', 'Kakihara, Tetsuya', 'Fujimura, Ayumi', 'Yusa, Kouji', 'Yamanoi, Jin', 'Touchi, Hiroki', 'Itou, Miki']",Movie,2008
606,607,Mahou Sensou,6.16,,https://myanimelist.net/anime/19769/Mahou_Sensou,"['Drama', 'Fantasy', 'Shoujo', 'Slice of Life', 'Supernatural']",Brain's Base,"['Kamiya, Hiroshi', 'Inoue, Kazuhiko', 'Kobayashi, Sanae', 'Horie, Kazuma', 'Yajima, Akiko', 'Suwabe, Junichi', 'Ishida, Akira', 'Satou, Rina', 'Okamura, Akemi', 'Ono, Fuyuka']",TV,2011
607,608,Love Live! School Idol Project 2nd Season,7.97,,https://myanimelist.net/anime/19111/Love_Live_School_Idol_Project_2nd_Season,"['Action', 'Super Power', 'Supernatural']",GoHands,"['Ono, Daisuke', 'Komatsu, Mikako', 'Horie, Yui', 'Tsuda, Kenjirou', 'Fukuyama, Jun', 'Miyano, Mamoru', 'Namikawa, Daisuke', 'Sugita, Tomokazu', 'Kaji, Yuki', 'Sakurai, Takahiro']",Movie,2014
608,609,Sakasama no Patema,8.15,,https://myanimelist.net/anime/12477/Sakasama_no_Patema,"['Drama', 'Romance', 'Sci-Fi', 'Seinen', 'Space']",Sunrise,"['Tanaka, Kazunari', 'Yukino, Satsuki', 'Orikasa, Ai', 'Koyasu, Takehito', 'Koorogi, Satomi', 'Ishizuka, Unshou', 'Watanabe, Kumiko', 'Itou, Maiko', 'Wakamoto, Norio', 'Iizuka, Shouzou']",TV,2003
609,610,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),7.94,,https://myanimelist.net/anime/3782/Kara_no_Kyoukai_2__Satsujin_Kousatsu_Zen,"['Action', 'Mystery', 'Supernatural', 'Vampire']",Shaft,"['Sakamoto, Maaya', 'Kamiya, Hiroshi', 'Horie, Yui', 'Sakurai, Takahiro']",Movie,2017
610,611,Fuuka,6.72,,https://myanimelist.net/anime/33743/Fuuka,"['Drama', 'Ecchi', 'Music', 'Romance', 'School', 'Shounen']",Diomedea,"['Lynn', 'Hayami, Saori', 'Kobayashi, Yuusuke', 'Komatsu, Mikako', 'Saitou, Souma', 'Okitsu, Kazuyuki', 'Nakajima, Megumi', 'Mitsuhashi, Kanako', 'Nakamura, Daisuke', 'Oonishi, Saori']",TV,2017
611,612,True Tears,7.47,,https://myanimelist.net/anime/2129/True_Tears,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",Studio Pierrot,"['Takeuchi, Junko', 'Inoue, Kazuhiko', 'Nakamura, Chie', 'Masukawa, Yoichi', 'Toochika, Kouichi', 'Fujimura, Ayumi', 'Morikubo, Shoutarou', 'Katsuki, Masako', 'Ebara, Masashi', 'Park, Romi']",Movie,2007
612,613,Shugo Chara!,7.55,,https://myanimelist.net/anime/2923/Shugo_Chara,"['Action', 'Fantasy', 'Game', 'Magic', 'Supernatural']",Madhouse,"['Hino, Satoshi', 'Hara, Yumi', 'Uesaka, Sumire', 'Numakura, Manami', 'Chiba, Shigeru', 'Katou, Masayuki', 'Hanamori, Yumiri', 'Shindou, Kei', 'Shindou, Kei', 'Seto, Asami']",TV,2018
613,614,Black Lagoon: Roberta's Blood Trail,8.12,,https://myanimelist.net/anime/4901/Black_Lagoon__Robertas_Blood_Trail,"['Adventure', 'Comedy', 'Mystery', 'Supernatural']",A-1 Pictures,"['Asumi, Kana', 'Tanabe, Rui', 'Ono, Yuuki', 'Hanazawa, Kana', 'Noto, Mamiko', 'Uchiyama, Yumi', 'Hayashi, Yuuki', 'Sugita, Tomokazu', 'Kawasumi, Ayako', 'Mayama, Rika']",TV,2014
614,615,Ajin 2nd Season,7.87,,https://myanimelist.net/anime/33253/Ajin_2nd_Season,"['Action', 'Mystery', 'Comedy', 'Super Power']",Sunrise,"['Hirata, Hiroaki', 'Morita, Masakazu', 'Okamoto, Nobuhiko', 'Minagawa, Junko', 'Inoue, Go', 'Kotobuki, Minako', 'Tsuda, Kenjirou', 'Ise, Mariya', 'Kusunoki, Taiten', 'Iwasaki, Hiroshi']",TV,2011
615,616,"BlackâRock Shooter (OVA)  OVA (1 eps)  Jul 2010 - Jul 2010  147,972 members",7.20,,https://myanimelist.net/anime/7059/Black★Rock_Shooter_OVA,"['Slice of Life', 'Comedy', 'School', 'Shounen']",GoHands,"['Hikasa, Yoko', 'Yahagi, Sayuri', 'Asanuma, Shintaro', 'Sato, Satomi', 'Arai, Satomi', 'Saito, Chiwa', 'Omigawa, Chiaki', 'Kobayashi, Yuu', 'Shimoda, Asami', 'Tamura, Mutsumi']",TV,2014
616,617,Natsume Yuujinchou San,8.64,,https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San,"['Military', 'Historical', 'Drama']",Production I.G,"['Shimono, Hiro', 'Horiuchi, Kenyuu', 'Sakurai, Takahiro', 'Seki, Tomokazu', 'Kaji, Yuki', 'Kimura, Ryouhei', 'Nakai, Kazuya', 'Fukuyama, Jun', 'Morikawa, Toshiyuki', 'Hosoya, Yoshimasa']",TV,2016
617,618,Planetes,8.35,,https://myanimelist.net/anime/329/Planetes,['Fantasy'],Studio Ghibli,"['Shida, Mirai', 'Kamiki, Ryunosuke', 'Fujiwara, Tatsuya', 'Kiki, Kirin', 'Ootake, Shinobu', 'Miura, Tomokazu', 'Takeshita, Keiko']",Movie,2010
618,619,K: Missing Kings,7.85,,https://myanimelist.net/anime/16904/K__Missing_Kings,"['Action', 'Mystery', 'Horror', 'Supernatural', 'Seinen']",Polygon Pictures,"['Miyano, Mamoru', 'Ootsuka, Houchuu', 'Hosoya, Yoshimasa', 'Komatsu, Mikako', 'Fukuyama, Jun', 'Sakurai, Takahiro', 'Kinoshita, Hiroyuki', 'Hirakawa, Daisuke', 'Suzaki, Aya', 'Miyazaki, Atsuyoshi']",TV,2016
619,620,Kara no Kyoukai 5: Mujun Rasen,8.61,,https://myanimelist.net/anime/4282/Kara_no_Kyoukai_5__Mujun_Rasen,"['Action', 'Military', 'Police', 'Sci-Fi']",Production I.G,"['Seki, Tomokazu', 'Hanazawa, Kana', 'Sakurai, Takahiro', 'Nojima, Kenji', 'Itou, Shizuka', 'Yamaji, Kazuhiro', 'Sawashiro, Miyuki', 'Sakurai, Takahiro', 'Hidaka, Noriko', 'Sakura, Ayane']",Movie,2015
620,621,D.N.Angel,7.30,,https://myanimelist.net/anime/61/DNAngel,"['Comedy', 'Ecchi', 'Magic']",Nomad,"['Chiba, Saeko', 'Takagi, Reiko', 'Iwata, Mitsuo', 'Watanabe, Akeno', 'Kugimiya, Rie', 'Tobita, Nobuo', 'Noto, Mamiko', 'Kawasumi, Ayako', 'Takagi, Reiko']",OVA,2005
621,622,"Naruto: Shippuuden Movie 1  Movie (1 eps)  Aug 2007 - Aug 2007  146,860 members",7.40,,https://myanimelist.net/anime/2472/Naruto__Shippuuden_Movie_1,"['Action', 'Fantasy']",White Fox,"['Hanamori, Yumiri', 'Koyama, Tsuyoshi', 'Taichi, You', 'Katou, Masayuki', 'Koyasu, Takehito', 'Aoyama, Yoshino', 'Gotou, Hiroki', 'Sakura, Kaoru', 'Oohata, Shintarou', 'Saitou, Jirou']",TV,2017
622,623,Karigurashi no Arrietty,8.05,,https://myanimelist.net/anime/7711/Karigurashi_no_Arrietty,"['Action', 'Fantasy', 'Magic', 'Supernatural']",Studio Deen,"['Kawasumi, Ayako', 'Ueda, Kana', 'Suwabe, Junichi', 'Sugiyama, Noriaki', 'Seki, Tomokazu', 'Kadowaki, Mai', 'Nakata, Jouji', 'Canna, Nobutoshi', 'Shitaya, Noriko', 'Asakawa, Yuu']",Movie,2010
